EM_PREDICTION,IMP_Flash_Point,IMP_Sp.Gr.@_6060_deg.F,P_Viscosity,sample_id,sample_point_id,Viscosity,_dmIndex_,_PartInd_
3.4871121813,79.0000,1.0573,3.4871121813,2011034696,OL2-SC231,3.5025,1000288,1
3.5163192742,79.0000,1.0579,3.5163192742,2011036481,OL2-SC231,3.6437,1000289,1
3.5823474244,80.0000,1.0590,3.5823474244,2011037932,OL2-SC231,3.7047,1000290,0
3.6333152568,81.0000,1.0596,3.6333152568,2011039799,OL2-SC231,3.8805,1000291,1
3.6373904477,81.0000,1.0597,3.6373904477,2011041627,OL2-SC231,3.7780,1000292,1
3.7315956371,82.0000,1.0611,3.7315956371,2011043595,OL2-SC231,4.0097,1000293,0
3.8340015209,82.0000,1.0629,3.8340015209,2011045503,OL2-SC231,3.9767,1000294,0
3.7819957908,81.0000,1.0624,3.7819957908,2011047325,OL2-SC231,4.0505,1000295,1
3.6779358508,80.0000,1.0608,3.6779358508,2011048998,OL2-SC231,4.1337,1000296,0
3.7080163244,80.0000,1.0614,3.7080163244,2011050459,OL2-SC231,3.7627,1000297,1
3.6602569133,79.0000,1.0608,3.6602569133,2011052354,OL2-SC231,3.7257,1000298,1
3.6214347436,79.0000,1.0601,3.6214347436,2012001269,OL2-SC231,3.8087,1000299,1
3.6102370145,79.0000,1.0599,3.6102370145,2012003167,OL2-SC231,3.6129,1000300,0
3.5836864248,78.0000,1.0596,3.5836864248,2012004961,OL2-SC231,3.6771,1000301,0
3.5511390205,78.0000,1.0589,3.5511390205,2012006812,OL2-SC231,3.8447,1000302,1
3.5372558473,79.0000,1.0584,3.5372558473,2012008572,OL2-SC231,3.7417,1000303,0
3.5434654635,78.0000,1.0588,3.5434654635,2012010015,OL2-SC231,3.5537,1000304,1
3.6646475197,80.0000,1.0606,3.6646475197,2012011830,OL2-SC231,3.6987,1000305,0
3.6919272849,80.0000,1.0611,3.6919272849,2012013567,OL2-SC231,3.8747,1000306,1
3.643977603,80.0000,1.0602,3.643977603,2012015482,OL2-SC231,3.7247,1000307,0
3.3883830767,78.0000,1.0552,3.3883830767,2012017303,OL2-SC231,3.2106,1000308,1
3.3389378101,78.0000,1.0540,3.3389378101,2012019083,OL2-SC231,3.2900,1000309,2
3.4984825017,80.0000,1.0572,3.4984825017,2012020657,OL2-SC231,3.3694,1000310,0
3.537270128,80.0000,1.0580,3.537270128,2012022045,OL2-SC231,3.3627,1000311,1
3.4612977361,80.0000,1.0563,3.4612977361,2012023833,OL2-SC231,3.2406,1000312,0
3.469041319,80.0000,1.0565,3.469041319,2012025697,OL2-SC231,3.2566,1000313,1
3.4949153509,80.0000,1.0571,3.4949153509,2012027376,OL2-SC231,3.3146,1000314,1
3.6037473725,81.0000,1.0591,3.6037473725,2012029110,OL2-SC231,3.4996,1000315,0
3.6742616359,81.0000,1.0604,3.6742616359,2012030795,OL2-SC231,3.4261,1000316,1
3.7146384435,82.0000,1.0608,3.7146384435,2012032387,OL2-SC231,3.6667,1000317,1
3.7131436418,83.0000,1.0603,3.7131436418,2012033790,OL2-SC231,3.5827,1000318,1
3.7176284974,82.0000,1.0609,3.7176284974,2012035573,OL2-SC231,3.5051,1000319,0
3.6822153125,81.0000,1.0606,3.6822153125,2012037268,OL2-SC231,3.5919,1000320,0
3.5438165486,80.0000,1.0582,3.5438165486,2012039025,OL2-SC231,3.4097,1000321,1
3.5579977386,80.0000,1.0585,3.5579977386,2012040818,OL2-SC231,3.4596,1000322,1
3.3564835143,79.0000,1.0541,3.3564835143,2012042518,OL2-SC231,3.1891,1000323,1
3.592405549,80.0000,1.0592,3.592405549,2012043975,OL2-SC231,3.5856,1000324,1
3.6494536051,81.0000,1.0600,3.6494536051,2012045337,OL2-SC231,3.7044,1000325,1
3.7300194122,84.0000,1.0602,3.7300194122,2012047200,OL2-SC231,4.1908,1000326,1
3.6272322101,81.0000,1.0595,3.6272322101,2012048923,OL2-SC231,4.0437,1000327,1
3.5508809315,80.0000,1.0583,3.5508809315,2012050682,OL2-SC231,3.8857,1000328,1
3.5382025631,80.0000,1.0581,3.5382025631,2012052329,OL2-SC231,3.8487,1000329,1
3.4301845625,79.0000,1.0559,3.4301845625,2101001134,OL2-SC231,3.6307,1000330,2
3.3052265799,77.0000,1.0533,3.3052265799,2101002572,OL2-SC231,3.3896,1000331,0
3.285573501,79.0000,1.0521,3.285573501,2101004006,OL2-SC231,3.2796,1000332,1
3.3388305737,79.0000,1.0536,3.3388305737,2101005831,OL2-SC231,3.5757,1000333,1
3.5131573144,77.0000,1.0584,3.5131573144,2101007577,OL2-SC231,3.8757,1000334,0
3.8302085749,81.0000,1.0632,3.8302085749,2101009411,OL2-SC231,4.4298,1000335,1
3.8250320149,82.0000,1.0627,3.8250320149,2101011189,OL2-SC231,4.6008,1000336,1
3.7047953029,81.0000,1.0610,3.7047953029,2101012931,OL2-SC231,4.0423,1000337,1
3.596853334,80.0000,1.0593,3.596853334,2101014441,OL2-SC231,3.7953,1000338,1
3.5445757235,79.0000,1.0585,3.5445757235,2101015866,OL2-SC231,3.6502,1000339,1
3.5634896698,80.0000,1.0586,3.5634896698,2101017755,OL2-SC231,3.7007,1000340,0
3.574325023,80.0000,1.0588,3.574325023,2101019490,OL2-SC231,3.7467,1000341,1
3.6073080223,80.0000,1.0595,3.6073080223,2101021356,OL2-SC231,3.8417,1000342,1
3.6011642299,79.0000,1.0597,3.6011642299,2101023137,OL2-SC231,4.0147,1000343,2
3.6282866747,80.0000,1.0599,3.6282866747,2101024924,OL2-SC231,3.9447,1000344,2
3.5613369504,80.0000,1.0585,3.5613369504,2101026472,OL2-SC231,3.3906,1000345,1
3.532158168,80.0000,1.0579,3.532158168,2101027950,OL2-SC231,3.3656,1000346,2
3.4051208045,79.0000,1.0553,3.4051208045,2101029772,OL2-SC231,3.4561,1000347,1
3.3621768644,81.0000,1.0535,3.3621768644,2101031494,OL2-SC231,3.2646,1000348,1
3.3784244205,81.0000,1.0539,3.3784244205,2101033255,OL2-SC231,3.3126,1000349,0
3.3799874978,80.0000,1.0543,3.3799874978,2101035013,OL2-SC231,3.1856,1000350,1
3.3664309391,79.0000,1.0544,3.3664309391,2101036766,OL2-SC231,3.2419,1000351,1
3.392077614,79.0000,1.0550,3.392077614,2101038219,OL2-SC231,3.3706,1000352,0
3.3863834406,78.0000,1.0552,3.3863834406,2101039661,OL2-SC231,3.2786,1000353,0
3.4775089815,80.0000,1.0567,3.4775089815,2101041462,OL2-SC231,3.3596,1000354,1
3.5420037682,81.0000,1.0578,3.5420037682,2101043229,OL2-SC231,3.5657,1000355,1
3.5688033319,81.0000,1.0583,3.5688033319,2101044926,OL2-SC231,3.6627,1000356,0
3.5963652072,81.0000,1.0589,3.5963652072,2101046728,OL2-SC231,3.8030,1000357,1
3.6204312422,81.0000,1.0594,3.6204312422,2101048366,OL2-SC231,3.8367,1000358,1
3.552727075,81.0000,1.0580,3.552727075,2101049783,OL2-SC231,3.9067,1000359,1
3.6422504225,81.0000,1.0598,3.6422504225,2101051141,OL2-SC231,3.9297,1000360,1
3.6419940731,81.0000,1.0598,3.6419940731,2102001369,OL2-SC231,3.9339,1000361,2
3.5990845886,80.0000,1.0593,3.5990845886,2102003182,OL2-SC231,3.9577,1000362,0
3.5673285141,80.0000,1.0587,3.5673285141,2102005019,OL2-SC231,3.5417,1000363,0
3.5738409029,80.0000,1.0588,3.5738409029,2102006682,OL2-SC231,3.7177,1000364,0
3.8344372597,81.0000,1.0633,3.8344372597,2102008536,OL2-SC231,4.4701,1000365,1
3.8644334524,81.0000,1.0638,3.8644334524,2102010046,OL2-SC231,4.5458,1000366,1
3.6862941538,79.0000,1.0613,3.6862941538,2102011441,OL2-SC231,4.1838,1000367,1
3.6568135735,79.0000,1.0608,3.6568135735,2102013259,OL2-SC231,3.9827,1000368,0
3.5603474245,79.0000,1.0588,3.5603474245,2102014992,OL2-SC231,3.6717,1000369,2
3.6176038344,79.0000,1.0600,3.6176038344,2102016803,OL2-SC231,3.7877,1000370,1
3.5639677575,79.0000,1.0589,3.5639677575,2102018461,OL2-SC231,3.7967,1000371,1
3.5680869655,79.0000,1.0590,3.5680869655,2102020179,OL2-SC231,3.8617,1000372,1
3.5859719803,79.0000,1.0594,3.5859719803,2102021649,OL2-SC231,3.8477,1000373,0
3.5914250299,79.0000,1.0595,3.5914250299,2102022978,OL2-SC231,3.8437,1000374,1
3.5474242749,79.0000,1.0586,3.5474242749,2102024719,OL2-SC231,3.6667,1000375,1
3.5891906865,79.0000,1.0594,3.5891906865,2102026403,OL2-SC231,3.7227,1000376,1
3.6323798082,80.0000,1.0600,3.6323798082,2102028190,OL2-SC231,3.7967,1000377,1
3.5983402908,80.0000,1.0593,3.5983402908,2102029987,OL2-SC231,3.8475,1000378,0
3.599829433,80.0000,1.0593,3.599829433,2102031893,OL2-SC231,3.9537,1000379,1
3.7834519035,80.0000,1.0627,3.7834519035,2102033470,OL2-SC231,4.0870,1000380,1
3.3729188638,78.0000,1.0548,3.3729188638,2102034960,OL2-SC231,3.3802,1000381,0
3.4347304748,78.0000,1.0564,3.4347304748,2102036806,OL2-SC231,3.5887,1000382,1
3.6321235196,80.0000,1.0600,3.6321235196,2102038552,OL2-SC231,3.8547,1000383,1
3.6959960409,80.0000,1.0612,3.6959960409,2102040370,OL2-SC231,4.0197,1000384,0
3.7442831572,80.0000,1.0621,3.7442831572,2102042102,OL2-SC231,4.1377,1000385,2
3.7425842815,80.0000,1.0620,3.7425842815,2102043775,OL2-SC231,4.1507,1000386,1
3.7627151616,81.0000,1.0620,3.7627151616,2102045188,OL2-SC231,4.1467,1000387,1
3.7999529208,80.0000,1.0630,3.7999529208,2102046568,OL2-SC231,4.0417,1000388,1
3.4171203942,78.0000,1.0559,3.4171203942,2103001287,OL2-SC231,3.2351,1000389,1
3.5170096809,79.0000,1.0579,3.5170096809,2103003125,OL2-SC231,3.4206,1000390,1
3.5419719414,79.0000,1.0585,3.5419719414,2103005029,OL2-SC231,3.5477,1000391,1
3.613330512,80.0000,1.0596,3.613330512,2103006860,OL2-SC231,3.5997,1000392,1
3.4522821836,78.0000,1.0568,3.4522821836,2103008845,OL2-SC231,3.3216,1000393,1
3.4668467837,79.0000,1.0568,3.4668467837,2103010506,OL2-SC231,3.4116,1000394,2
3.5285921963,79.0000,1.0582,3.5285921963,2103012026,OL2-SC231,3.3817,1000395,1
3.9575138159,84.0000,1.0640,3.9575138159,2103013998,OL2-SC231,3.8147,1000396,1
4.105331312,87.0000,1.0646,4.105331312,2103015832,OL2-SC231,4.1257,1000397,0
4.1543785913,87.0000,1.0653,4.1543785913,2103017884,OL2-SC231,4.1058,1000398,1
4.0864841073,86.0000,1.0649,4.0864841073,2103019667,OL2-SC231,4.0247,1000399,1
4.1008381275,86.0000,1.0651,4.1008381275,2103021575,OL2-SC231,4.1117,1000400,1
3.6144234824,81.0000,1.0593,3.6144234824,2103023165,OL2-SC231,3.6827,1000401,1
3.5417720022,81.0000,1.0578,3.5417720022,2103024596,OL2-SC231,3.5367,1000402,0
3.530485326,81.0000,1.0575,3.530485326,2103026581,OL2-SC231,3.6597,1000403,1
3.5110038527,81.0000,1.0571,3.5110038527,2103028411,OL2-SC231,3.4546,1000404,1
3.6582826643,82.0000,1.0597,3.6582826643,2103030351,OL2-SC231,3.5617,1000405,1
3.8842529602,83.0000,1.0633,3.8842529602,2103032266,OL2-SC231,3.6447,1000406,1
3.8324001468,83.0000,1.0624,3.8324001468,2103034138,OL2-SC231,3.7767,1000407,0
3.8615557956,84.0000,1.0625,3.8615557956,2103035768,OL2-SC231,3.8967,1000408,0
3.8059446287,83.0000,1.0620,3.8059446287,2103037300,OL2-SC231,3.8297,1000409,1
3.6603470747,82.0000,1.0598,3.6603470747,2103039151,OL2-SC231,3.6207,1000410,0
3.5981873615,82.0000,1.0585,3.5981873615,2103040984,OL2-SC231,3.5487,1000411,1
3.6717734006,82.0000,1.0600,3.6717734006,2103042868,OL2-SC231,3.6807,1000412,2
3.8819073738,84.0000,1.0628,3.8819073738,2103044707,OL2-SC231,3.8717,1000413,0
3.8524246159,85.0000,1.0618,3.8524246159,2103046607,OL2-SC231,3.9757,1000414,0
3.954277458,84.0000,1.0640,3.954277458,2103048100,OL2-SC231,4.0177,1000415,1
3.9659639829,84.0000,1.0641,3.9659639829,2103049567,OL2-SC231,4.1027,1000416,1
3.8863636059,82.0000,1.0637,3.8863636059,2103051499,OL2-SC231,3.7862,1000417,0
3.8283860857,82.5000,1.0626,3.8283860857,2103054246,OL2-SC231,3.8845,1000418,1
3.7514442185,82.5000,1.0613,3.7514442185,2103056167,OL2-SC231,3.8617,1000419,1
3.7685939231,84.5000,1.0606,3.7685939231,2104001183,OL2-SC231,3.7027,1000420,1
3.788923678,85.0000,1.0607,3.788923678,2104002988,OL2-SC231,3.8327,1000421,0
3.8101967942,85.0000,1.0611,3.8101967942,2104004678,OL2-SC231,3.9107,1000422,2
3.9709888608,86.0000,1.0632,3.9709888608,2104006235,OL2-SC231,4.0677,1000423,2
3.9910620721,86.0000,1.0635,3.9910620721,2104008212,OL2-SC231,4.1397,1000424,1
3.2822503877,87.0000,1.0473,3.2822503877,2104010137,OL2-SC231,4.1803,1000425,2
3.7824755433,84.0000,1.0611,3.7824755433,2104011964,OL2-SC231,3.9313,1000426,1
3.7566635552,83.0000,1.0611,3.7566635552,2104013883,OL2-SC231,3.8797,1000427,1
3.6203468498,83.0000,1.0585,3.6203468498,2104015796,OL2-SC231,3.7137,1000428,0
3.5621062376,83.0000,1.0573,3.5621062376,2104017598,OL2-SC231,3.5547,1000429,1
3.5843677625,83.0000,1.0578,3.5843677625,2104019061,OL2-SC231,3.6061,1000430,0
3.5765757408,83.0000,1.0576,3.5765757408,2104020870,OL2-SC231,3.8637,1000431,1
3.5419449271,83.0000,1.0569,3.5419449271,2104022706,OL2-SC231,3.5337,1000432,1
3.5297884175,83.0000,1.0566,3.5297884175,2104024506,OL2-SC231,3.5337,1000433,0
5.5381138745,92.0000,1.0762,5.5381138745,2104031201,OL2-SC231,6.9761,1000434,2
5.6246152764,92.0000,1.0769,5.6246152764,2104032835,OL2-SC231,7.0616,1000435,1
3.8671333389,82.0000,1.0634,3.8671333389,2104033046,OL2-SC231,4.4198,1000436,1
3.9411474387,83.0000,1.0642,3.9411474387,2104034608,OL2-SC231,4.5687,1000437,1
3.4130318739,80.0000,1.0552,3.4130318739,2104034816,OL2-SC231,3.5657,1000438,1
3.4600138859,80.0000,1.0563,3.4600138859,2104036494,OL2-SC231,3.6662,1000439,0
3.394261364,80.0000,1.0547,3.394261364,2104036645,OL2-SC231,3.5537,1000440,1
3.3405459832,80.0000,1.0533,3.3405459832,2104038429,OL2-SC231,3.4526,1000441,0
3.352891453,81.0000,1.0532,3.352891453,2104040445,OL2-SC231,3.5052,1000442,0
3.3557727295,80.0000,1.0537,3.3557727295,2104042009,OL2-SC231,3.4646,1000443,2
3.3671160332,80.0000,1.0540,3.3671160332,2104043436,OL2-SC231,3.4878,1000444,1
3.3774730077,80.0000,1.0543,3.3774730077,2104045238,OL2-SC231,3.4826,1000445,1
3.3841755454,81.0000,1.0540,3.3841755454,2104047119,OL2-SC231,3.4616,1000446,1
3.3874538547,81.0000,1.0541,3.3874538547,2104049025,OL2-SC231,3.2526,1000447,2
3.3346690058,81.0000,1.0527,3.3346690058,2104050777,OL2-SC231,3.2326,1000448,1
3.3633629161,82.0000,1.0530,3.3633629161,2104052554,OL2-SC231,3.2406,1000449,0
3.4726431125,83.0000,1.0553,3.4726431125,2105000909,OL2-SC231,3.4296,1000450,1
3.4726431125,83.0000,1.0553,3.4726431125,2105002436,OL2-SC231,3.5337,1000451,2
3.6044237466,84.0000,1.0577,3.6044237466,2105004222,OL2-SC231,3.5954,1000452,1
3.6788878733,84.0000,1.0592,3.6788878733,2105005920,OL2-SC231,3.6543,1000453,1
3.7174477953,83.0000,1.0604,3.7174477953,2105007760,OL2-SC231,3.7009,1000454,1
3.7085886969,83.0000,1.0603,3.7085886969,2105009454,OL2-SC231,3.7702,1000455,1
3.5659045842,82.0000,1.0579,3.5659045842,2105011239,OL2-SC231,3.7097,1000456,1
3.5556123942,82.0000,1.0576,3.5556123942,2105012803,OL2-SC231,3.7187,1000457,0
3.5300275427,81.0000,1.0575,3.5300275427,2105014277,OL2-SC231,3.7117,1000458,2
3.3843535572,79.0000,1.0548,3.3843535572,2105016218,OL2-SC231,3.3646,1000459,0
3.4326915314,79.0000,1.0560,3.4326915314,2105018079,OL2-SC231,3.3286,1000460,2
3.7258236507,82.0000,1.0610,3.7258236507,2105020003,OL2-SC231,3.7742,1000461,2
3.7423928121,82.0000,1.0613,3.7423928121,2105021835,OL2-SC231,3.8372,1000462,0
3.7228118721,82.0000,1.0609,3.7228118721,2105023642,OL2-SC231,3.8447,1000463,2
3.8259260901,82.0000,1.0628,3.8259260901,2105025292,OL2-SC231,3.6687,1000464,1
3.6939291788,82.0000,1.0604,3.6939291788,2105026809,OL2-SC231,3.6767,1000465,1
3.7274698093,82.0000,1.0610,3.7274698093,2105028720,OL2-SC231,3.5393,1000466,1
3.7659950095,82.0000,1.0617,3.7659950095,2105030535,OL2-SC231,3.5387,1000467,1
3.7620281796,82.0000,1.0617,3.7620281796,2105032401,OL2-SC231,3.6047,1000468,0
3.7699751785,82.0000,1.0618,3.7699751785,2105034188,OL2-SC231,3.8237,1000469,1
3.8052297764,82.0000,1.0624,3.8052297764,2105035962,OL2-SC231,3.7112,1000470,1
3.7819960949,82.0000,1.0620,3.7819960949,2105037566,OL2-SC231,3.6991,1000471,0
3.8229483184,82.0000,1.0627,3.8229483184,2105039034,OL2-SC231,3.7137,1000472,0
3.7860299951,82.0000,1.0621,3.7860299951,2105040840,OL2-SC231,3.7340,1000473,1
3.7724607682,81.0000,1.0622,3.7724607682,2105042602,OL2-SC231,3.2906,1000474,1
3.5341557535,81.0000,1.0576,3.5341557535,2105044431,OL2-SC231,2.4460,1000475,2
3.6854478484,80.0000,1.0610,3.6854478484,2105046132,OL2-SC231,3.4816,1000476,0
3.6851786863,80.0000,1.0610,3.6851786863,2105047910,OL2-SC231,3.3786,1000477,1
3.5825915432,80.0000,1.0590,3.5825915432,2105049474,OL2-SC231,3.4649,1000478,2
3.5688033319,81.0000,1.0583,3.5688033319,2105050926,OL2-SC231,3.5707,1000479,1
3.5750215994,81.0000,1.0585,3.5750215994,2105052783,OL2-SC231,3.4996,1000480,1
3.3761976443,80.0000,1.0542,3.3761976443,2106001333,OL2-SC231,3.5508,1000481,1
3.4924755129,79.0000,1.0574,3.4924755129,2106003363,OL2-SC231,3.5597,1000482,1
3.521100821,80.0000,1.0577,3.521100821,2106005252,OL2-SC231,2.4090,1000483,1
3.5410053993,80.0000,1.0581,3.5410053993,2106007014,OL2-SC231,3.6067,1000484,1
3.5714238672,80.0000,1.0588,3.5714238672,2106008691,OL2-SC231,3.6647,1000485,0
3.6497117707,81.0000,1.0600,3.6497117707,2106010275,OL2-SC231,3.7807,1000486,0
3.7368431356,82.0000,1.0612,3.7368431356,2106012226,OL2-SC231,3.8397,1000487,0
3.7170842604,82.0000,1.0608,3.7170842604,2106014219,OL2-SC231,3.8207,1000488,1
3.6933964,82.0000,1.0604,3.6933964,2106016417,OL2-SC231,3.7382,1000489,2
3.6880827852,82.0000,1.0603,3.6880827852,2106018293,OL2-SC231,3.7901,1000490,1
3.6621778355,81.0000,1.0602,3.6621778355,2106020087,OL2-SC231,2.7460,1000491,1
3.677171272,81.0000,1.0605,3.677171272,2106021563,OL2-SC231,3.1616,1000492,1
3.7713999072,82.0000,1.0618,3.7713999072,2106023003,OL2-SC231,3.1166,1000493,1
3.8397153565,82.0000,1.0630,3.8397153565,2106024820,OL2-SC231,3.8767,1000494,0
3.7970474464,82.0000,1.0623,3.7970474464,2106026678,OL2-SC231,3.8177,1000495,1
3.768836624,82.0000,1.0618,3.768836624,2106028517,OL2-SC231,3.7227,1000496,1
3.7318712229,82.0000,1.0611,3.7318712229,2106030410,OL2-SC231,3.7797,1000497,1
3.700458931,81.0000,1.0609,3.700458931,2106032183,OL2-SC231,2.9205,1000498,2
3.6880827852,82.0000,1.0603,3.6880827852,2106033793,OL2-SC231,3.7928,1000499,1
3.6779661565,81.0000,1.0605,3.6779661565,2106035332,OL2-SC231,3.8877,1000500,1
3.7069697788,81.0000,1.0610,3.7069697788,2106037266,OL2-SC231,3.8707,1000501,1
3.768836624,82.0000,1.0618,3.768836624,2106039134,OL2-SC231,3.9517,1000502,1
3.7900774219,82.0000,1.0621,3.7900774219,2106041011,OL2-SC231,3.8267,1000503,0
3.5356405811,80.0000,1.0580,3.5356405811,2106042885,OL2-SC231,3.4846,1000504,1
3.5298437195,80.0000,1.0579,3.5298437195,2106044772,OL2-SC231,3.4426,1000505,1
3.5433474455,80.0000,1.0582,3.5433474455,2106046511,OL2-SC231,3.5377,1000506,1
3.5836973795,81.0000,1.0586,3.5836973795,2106048039,OL2-SC231,3.6417,1000507,2
3.6111839676,81.0000,1.0592,3.6111839676,2106049969,OL2-SC231,3.7637,1000508,1
3.6020200115,81.0000,1.0590,3.6020200115,2106051799,OL2-SC231,3.7217,1000509,1
3.6461031638,81.0000,1.0599,3.6461031638,2106053785,OL2-SC231,3.1866,1000510,1
3.6528146612,81.0000,1.0600,3.6528146612,2107001288,OL2-SC231,3.8617,1000511,1
3.6695171222,81.0000,1.0603,3.6695171222,2107003146,OL2-SC231,3.8207,1000512,1
3.7007294636,81.0000,1.0609,3.7007294636,2107004783,OL2-SC231,3.8927,1000513,1
3.7181729972,82.0000,1.0609,3.7181729972,2107006334,OL2-SC231,3.8697,1000514,0
3.6901722902,81.5000,1.0605,3.6901722902,2107008286,OL2-SC231,3.6267,1000515,0
3.365548412,81.0000,1.0535,3.365548412,2107010231,OL2-SC231,3.5357,1000516,2
3.7302187037,82.0000,1.0611,3.7302187037,2107012198,OL2-SC231,3.5790,1000517,0
3.5294310638,80.5000,1.0577,3.5294310638,2107014080,OL2-SC231,3.3760,1000518,0
3.5419282872,80.5000,1.0580,3.5419282872,2107016023,OL2-SC231,3.4486,1000519,1
3.6663656042,81.0000,1.0603,3.6663656042,2107017609,OL2-SC231,3.4686,1000520,0
3.8064031485,82.0000,1.0624,3.8064031485,2107019187,OL2-SC231,3.6827,1000521,1
3.9626190986,83.0000,1.0645,3.9626190986,2107021093,OL2-SC231,3.9237,1000522,1
4.0388734942,84.0000,1.0652,4.0388734942,2107022960,OL2-SC231,4.0247,1000523,1
4.0648244612,84.0000,1.0656,4.0648244612,2107024874,OL2-SC231,4.1067,1000524,1
4.1329789723,84.0000,1.0666,4.1329789723,2107026692,OL2-SC231,4.1918,1000525,0
4.1058588279,84.0000,1.0662,4.1058588279,2107028483,OL2-SC231,4.2418,1000526,1
4.1058588279,84.0000,1.0662,4.1058588279,2107030029,OL2-SC231,4.2510,1000527,2
4.1055003741,84.0000,1.0662,4.1055003741,2107031611,OL2-SC231,4.2518,1000528,1
4.1969605297,84.0000,1.0674,4.1969605297,2107033555,OL2-SC231,4.1928,1000529,1
4.0487532306,83.0000,1.0658,4.0487532306,2107035480,OL2-SC231,3.3326,1000530,0
3.872378175,82.0000,1.0635,3.872378175,2107037379,OL2-SC231,4.0337,1000531,1
3.7860438233,83.0000,1.0617,3.7860438233,2107039387,OL2-SC231,3.7987,1000532,1
3.6522968836,81.0000,1.0600,3.6522968836,2107041263,OL2-SC231,3.6937,1000533,1
3.6700432679,81.0000,1.0604,3.6700432679,2107042850,OL2-SC231,3.6857,1000534,0
3.6522968836,81.0000,1.0600,3.6522968836,2107044428,OL2-SC231,3.6177,1000535,1
3.6176178543,80.0000,1.0597,3.6176178543,2107046270,OL2-SC231,3.3576,1000536,2
3.6259912908,80.0000,1.0599,3.6259912908,2107048072,OL2-SC231,3.8497,1000537,1
3.6891554016,81.0000,1.0607,3.6891554016,2107049917,OL2-SC231,3.8877,1000538,0
3.6870153357,81.0000,1.0607,3.6870153357,2107051694,OL2-SC231,3.4586,1000539,2
3.6814173407,81.0000,1.0606,3.6814173407,2107053468,OL2-SC231,3.7227,1000540,1
3.6700432679,81.0000,1.0604,3.6700432679,2107055038,OL2-SC231,3.6967,1000541,2
3.5850360283,80.0000,1.0590,3.5850360283,2108001100,OL2-SC231,3.5917,1000542,0
3.4075521847,79.0000,1.0554,3.4075521847,2108003390,OL2-SC231,3.1776,1000543,1
3.3950686702,79.0000,1.0551,3.3950686702,2108005221,OL2-SC231,3.3196,1000544,0
3.4993765059,80.0000,1.0572,3.4993765059,2108007042,OL2-SC231,3.5210,1000545,1
3.7047953029,81.0000,1.0610,3.7047953029,2108008816,OL2-SC231,3.7300,1000546,1
3.8145382447,84.0000,1.0617,3.8145382447,2108010621,OL2-SC231,4.0417,1000547,2
3.7972517171,83.0000,1.0618,3.7972517171,2108012225,OL2-SC231,4.1132,1000548,2
3.6094438754,81.0000,1.0592,3.6094438754,2108013865,OL2-SC231,3.7867,1000549,1
3.4397317995,80.0000,1.0558,3.4397317995,2108015785,OL2-SC231,3.5016,1000550,0
3.3509924926,79.0000,1.0539,3.3509924926,2108017730,OL2-SC231,3.3346,1000551,1
3.4153001001,79.0000,1.0556,3.4153001001,2108019641,OL2-SC231,3.5166,1000552,1
3.434736898,80.0000,1.0557,3.434736898,2108021507,OL2-SC231,3.5847,1000553,0
3.4638712093,80.0000,1.0564,3.4638712093,2108023258,OL2-SC231,3.4110,1000554,0
3.6000495077,81.0000,1.0590,3.6000495077,2108024897,OL2-SC231,3.9640,1000555,2
3.630522772,81.0000,1.0596,3.630522772,2108026427,OL2-SC231,4.1397,1000556,1
3.7050668828,81.0000,1.0610,3.7050668828,2108028420,OL2-SC231,3.1476,1000557,0
3.5988199025,81.0000,1.0590,3.5988199025,2108030259,OL2-SC231,3.0606,1000558,0
3.472722239,80.0000,1.0566,3.472722239,2108032120,OL2-SC231,3.9117,1000559,2
3.4998668412,81.0000,1.0568,3.4998668412,2108033988,OL2-SC231,3.8607,1000560,1
3.5101740494,80.0000,1.0574,3.5101740494,2108035793,OL2-SC231,3.9247,1000561,0
3.49536047,80.0000,1.0571,3.49536047,2108037320,OL2-SC231,3.8817,1000562,0
3.4592089156,81.0000,1.0559,3.4592089156,2108038833,OL2-SC231,3.7707,1000563,1
3.3599120596,79.0000,1.0542,3.3599120596,2108040703,OL2-SC231,3.4496,1000564,2
3.2416050674,80.0000,1.0504,3.2416050674,2108042642,OL2-SC231,3.4810,1000565,1
3.3226814916,79.0000,1.0532,3.3226814916,2108044628,OL2-SC231,3.5707,1000566,0
3.4984825017,80.0000,1.0572,3.4984825017,2108046520,OL2-SC231,2.7010,1000567,1
3.4308105983,79.0000,1.0560,3.4308105983,2108048376,OL2-SC231,3.6977,1000568,1
3.4441270132,80.0000,1.0559,3.4441270132,2108050012,OL2-SC231,3.7117,1000569,1
3.4483344456,80.0000,1.0560,3.4483344456,2108051617,OL2-SC231,3.7447,1000570,0
3.3453544003,79.0000,1.0538,3.3453544003,2108053484,OL2-SC231,3.4496,1000571,0
3.2831695567,79.0000,1.0521,3.2831695567,2108055415,OL2-SC231,3.2766,1000572,1
3.2787278268,79.0000,1.0519,3.2787278268,2109001459,OL2-SC231,3.1970,1000573,1
3.5796430704,82.0000,1.0581,3.5796430704,2109003366,OL2-SC231,3.7337,1000574,1
3.6232978714,82.0000,1.0590,3.6232978714,2109005338,OL2-SC231,3.8637,1000575,1
3.6774839632,83.0000,1.0597,3.6774839632,2109006986,OL2-SC231,3.9747,1000576,1
3.5846048728,83.0000,1.0578,3.5846048728,2109008595,OL2-SC231,4.1437,1000577,1
3.6655257105,82.0000,1.0599,3.6655257105,2109010541,OL2-SC231,4.0967,1000578,1
