EM_PREDICTION,IMP_Flash_Point,IMP_Sp.Gr.@_6060_deg.F,P_Viscosity,sample_id,sample_point_id,Viscosity,_dmIndex_,_PartInd_
3.481898897,81.0000,1.0564,3.481898897,2109012398,OL2-SC231,3.7237,1000579,1
3.4805984991,81.0000,1.0564,3.4805984991,2109014300,OL2-SC231,3.8337,1000580,0
3.5561445263,84.0000,1.0567,3.5561445263,2109016204,OL2-SC231,3.9427,1000581,0
3.4908370894,81.0000,1.0566,3.4908370894,2109018010,OL2-SC231,3.7840,1000582,0
3.499203005,81.0000,1.0568,3.499203005,2109019611,OL2-SC231,3.8300,1000583,1
3.5034156631,81.0000,1.0569,3.5034156631,2109021185,OL2-SC231,3.8640,1000584,1
3.5220172607,80.0000,1.0577,3.5220172607,2109023040,OL2-SC231,3.0916,1000585,0
3.4980358325,80.0000,1.0572,3.4980358325,2109024917,OL2-SC231,3.8880,1000586,0
3.4412876718,82.0000,1.0550,3.4412876718,2109026879,OL2-SC231,4.1918,1000587,0
3.3564061032,81.0000,1.0533,3.3564061032,2109028811,OL2-SC231,3.3916,1000588,1
3.3451818527,81.0000,1.0530,3.3451818527,2109030812,OL2-SC231,3.8857,1000589,0
3.313321139,80.0000,1.0525,3.313321139,2109032444,OL2-SC231,3.3626,1000590,1
3.3784244205,81.0000,1.0539,3.3784244205,2109033968,OL2-SC231,3.4786,1000591,1
3.3842616082,80.0000,1.0544,3.3842616082,2109035878,OL2-SC231,3.5166,1000592,0
3.4017960671,80.0000,1.0549,3.4017960671,2109037728,OL2-SC231,3.4470,1000593,1
3.4119943782,81.0000,1.0547,3.4119943782,2109039733,OL2-SC231,3.3996,1000594,1
3.4420633767,81.0000,1.0555,3.4420633767,2109041592,OL2-SC231,3.5156,1000595,1
3.4981184641,82.0000,1.0564,3.4981184641,2109043473,OL2-SC231,3.6147,1000596,1
3.4801654644,81.0000,1.0564,3.4801654644,2109045098,OL2-SC231,3.5977,1000597,2
3.9827651016,81.0000,1.0656,3.9827651016,2109046590,OL2-SC231,3.5557,1000598,1
3.5195601923,83.0000,1.0564,3.5195601923,2109048471,OL2-SC231,3.5086,1000599,0
3.5710406454,84.0000,1.0570,3.5710406454,2109050315,OL2-SC231,3.5687,1000600,0
3.9098756047,87.0000,1.0616,3.9098756047,2109052197,OL2-SC231,3.9887,1000601,1
3.7347340723,86.0000,1.0592,3.7347340723,2109053974,OL2-SC231,3.5640,1000602,1
3.5469442761,83.0000,1.0570,3.5469442761,2110001266,OL2-SC231,3.4076,1000603,1
3.393078246,80.0000,1.0547,3.393078246,2110002988,OL2-SC231,3.2986,1000604,1
3.6696616754,84.0000,1.0590,3.6696616754,2110004831,OL2-SC231,3.5317,1000605,1
3.8749200193,86.0000,1.0617,3.8749200193,2110006682,OL2-SC231,2.9565,1000606,1
3.9499809331,87.0000,1.0623,3.9499809331,2110008526,OL2-SC231,3.8187,1000607,1
4.0022696338,87.5000,1.0628,4.0022696338,2110010430,OL2-SC231,3.8640,1000608,1
4.0649868107,88.5000,1.0631,4.0649868107,2110012894,OL2-SC231,3.9117,1000609,1
4.1538207562,88.5000,1.0644,4.1538207562,2110014712,OL2-SC231,3.9556,1000610,0
4.0889972909,88.5000,1.0635,4.0889972909,2110016301,OL2-SC231,4.0000,1000611,1
4.0337276534,87.5000,1.0633,4.0337276534,2110017792,OL2-SC231,3.9977,1000612,0
3.9753400267,86.5000,1.0630,3.9753400267,2110019785,OL2-SC231,3.8737,1000613,0
3.9223965456,87.5000,1.0615,3.9223965456,2110021719,OL2-SC231,3.8870,1000614,1
3.6538454017,83.5000,1.0590,3.6538454017,2110023876,OL2-SC231,3.6587,1000615,1
3.6147331042,84.5000,1.0576,3.6147331042,2110025670,OL2-SC231,3.4306,1000616,1
3.6358294749,85.0000,1.0578,3.6358294749,2110027533,OL2-SC231,3.4346,1000617,0
3.6417019715,85.0000,1.0579,3.6417019715,2110029203,OL2-SC231,3.5086,1000618,2
3.7371212115,86.0000,1.0592,3.7371212115,2110030760,OL2-SC231,3.6067,1000619,1
3.6866383298,84.0000,1.0594,3.6866383298,2110032732,OL2-SC231,3.6357,1000620,0
3.7142138933,84.0000,1.0599,3.7142138933,2110034611,OL2-SC231,3.7500,1000621,1
3.8107693348,85.0000,1.0611,3.8107693348,2110036542,OL2-SC231,3.9233,1000622,1
3.7752308834,85.0000,1.0605,3.7752308834,2110038366,OL2-SC231,3.4977,1000623,1
3.700995049,84.0000,1.0596,3.700995049,2110040127,OL2-SC231,3.6867,1000624,1
3.5644251081,83.0000,1.0574,3.5644251081,2110041768,OL2-SC231,3.4826,1000625,1
3.4963728504,82.0000,1.0563,3.4963728504,2110043256,OL2-SC231,3.3826,1000626,2
3.5702650015,85.0000,1.0564,3.5702650015,2110045091,OL2-SC231,3.2836,1000627,0
3.8245961904,86.0000,1.0608,3.8245961904,2110046951,OL2-SC231,3.6977,1000628,2
3.9399937732,87.0000,1.0621,3.9399937732,2110048816,OL2-SC231,3.8397,1000629,1
3.6210578069,85.0000,1.0575,3.6210578069,2110050592,OL2-SC231,3.5096,1000630,0
3.6981083496,84.0000,1.0596,3.6981083496,2110052295,OL2-SC231,3.6037,1000631,1
3.7149188156,85.0000,1.0594,3.7149188156,2110053870,OL2-SC231,3.5827,1000632,0
3.6710810162,85.0000,1.0585,3.6710810162,2110055337,OL2-SC231,3.5156,1000633,0
3.2753939962,78.0000,1.0522,3.2753939962,2111001382,OL2-SC231,2.9665,1000634,1
3.3425513851,79.0000,1.0537,3.3425513851,2111003393,OL2-SC231,3.0625,1000635,1
3.3563358184,80.0000,1.0537,3.3563358184,2111005272,OL2-SC231,3.0805,1000636,0
3.3694053992,80.0000,1.0541,3.3694053992,2111007073,OL2-SC231,3.0955,1000637,1
3.3747742996,80.0000,1.0542,3.3747742996,2111010418,OL2-SC231,3.1320,1000638,0
3.393078246,80.0000,1.0547,3.393078246,2111012010,OL2-SC231,3.1916,1000639,0
3.4126278673,80.0000,1.0552,3.4126278673,2111013576,OL2-SC231,3.2720,1000640,1
3.4449658491,81.0000,1.0556,3.4449658491,2111015468,OL2-SC231,3.3066,1000641,1
3.4477019889,80.0000,1.0560,3.4477019889,2111017379,OL2-SC231,3.3756,1000642,1
3.4277025473,81.0000,1.0551,3.4277025473,2111019277,OL2-SC231,3.2666,1000643,1
3.4133915667,81.0000,1.0548,3.4133915667,2111021216,OL2-SC231,3.5537,1000644,0
3.3165513465,81.0000,1.0522,3.3165513465,2111023061,OL2-SC231,2.9265,1000645,0
3.3130534745,81.0000,1.0521,3.3130534745,2111024621,OL2-SC231,3.0465,1000646,0
3.3001820574,80.0000,1.0522,3.3001820574,2111026138,OL2-SC231,3.0575,1000647,1
3.2922465999,80.0000,1.0519,3.2922465999,2111028037,OL2-SC231,3.2020,1000648,0
3.2448837152,79.0000,1.0509,3.2448837152,2111031210,OL2-SC231,3.0875,1000649,1
3.1177318135,78.0000,1.0469,3.1177318135,2111033116,OL2-SC231,2.8245,1000650,1
3.1976248845,79.0000,1.0494,3.1976248845,2111034949,OL2-SC231,2.9505,1000651,1
3.2112330528,79.0000,1.0498,3.2112330528,2111036817,OL2-SC231,3.0295,1000652,0
3.2289287143,79.0000,1.0504,3.2289287143,2111038499,OL2-SC231,3.0975,1000653,0
3.2500763756,79.0000,1.0511,3.2500763756,2111040036,OL2-SC231,3.1766,1000654,1
4.2151073624,88.0000,1.0656,4.2151073624,2111041901,OL2-SC231,4.8928,1000655,1
3.8306909167,85.0000,1.0615,3.8306909167,2111041996,OL2-SC231,4.2608,1000656,1
3.688714681,84.0000,1.0594,3.688714681,2111043782,OL2-SC231,3.9717,1000657,1
3.6133150281,84.0000,1.0579,3.6133150281,2111045691,OL2-SC231,3.8010,1000658,2
3.658746974,84.0000,1.0588,3.658746974,2111047598,OL2-SC231,3.9608,1000659,2
3.741293408,85.0000,1.0599,3.741293408,2111049538,OL2-SC231,3.9648,1000660,1
3.7348414205,85.0000,1.0597,3.7348414205,2111051188,OL2-SC231,4.0626,1000661,1
3.5103226055,83.0000,1.0562,3.5103226055,2111052758,OL2-SC231,3.3005,1000662,0
3.5421715814,83.0000,1.0569,3.5421715814,2111054704,OL2-SC231,3.4402,1000663,0
3.5812603713,84.0000,1.0572,3.5812603713,2111056602,OL2-SC231,3.4122,1000664,1
3.6027506701,84.0000,1.0577,3.6027506701,2112001346,OL2-SC231,3.4930,1000665,1
3.6213134048,84.0000,1.0581,3.6213134048,2112003184,OL2-SC231,3.5340,1000666,1
4.01847566,88.0000,1.0627,4.01847566,2112005023,OL2-SC231,4.0715,1000667,1
3.7873581018,86.0000,1.0601,3.7873581018,2112006674,OL2-SC231,3.8282,1000668,1
4.0424897475,88.0000,1.0631,4.0424897475,2112008254,OL2-SC231,4.2462,1000669,1
4.0652327059,88.0000,1.0634,4.0652327059,2112010203,OL2-SC231,4.2631,1000670,0
3.934409201,87.0000,1.0620,3.934409201,2112012014,OL2-SC231,4.1503,1000671,1
3.9177979268,87.0000,1.0618,3.9177979268,2112013948,OL2-SC231,4.1734,1000672,0
3.6914850362,85.0000,1.0589,3.6914850362,2112015862,OL2-SC231,3.8501,1000673,2
3.8592679538,87.0000,1.0608,3.8592679538,2112017692,OL2-SC231,3.9688,1000674,0
4.0488078926,88.0000,1.0632,4.0488078926,2112019260,OL2-SC231,4.2272,1000675,2
4.1352264174,89.0000,1.0638,4.1352264174,2112020744,OL2-SC231,4.5723,1000676,0
4.0048452963,88.0000,1.0625,4.0048452963,2112022678,OL2-SC231,4.1744,1000677,2
4.290190427,90.0000,1.0653,4.290190427,2112024552,OL2-SC231,4.5132,1000678,2
4.3098102668,90.0000,1.0655,4.3098102668,2112026480,OL2-SC231,4.5733,1000679,1
3.9653831881,88.0000,1.0619,3.9653831881,2112028404,OL2-SC231,3.9957,1000680,2
3.9875178873,88.0000,1.0623,3.9875178873,2112030230,OL2-SC231,4.0789,1000681,0
4.0087259207,88.0000,1.0626,4.0087259207,2112031731,OL2-SC231,4.1433,1000682,0
4.0588414783,88.0000,1.0634,4.0588414783,2112033317,OL2-SC231,4.2382,1000683,1
4.2006726713,89.0000,1.0647,4.2006726713,2112035173,OL2-SC231,4.4267,1000684,1
4.0558239815,88.0000,1.0633,4.0558239815,2112037002,OL2-SC231,4.4935,1000685,1
3.9119289148,88.0000,1.0610,3.9119289148,2112038979,OL2-SC231,3.8160,1000686,1
4.2256979985,90.0000,1.0644,4.2256979985,2112041125,OL2-SC231,4.2380,1000687,0
4.2944027014,90.0000,1.0653,4.2944027014,2112042898,OL2-SC231,4.3698,1000688,1
4.3245792535,90.0000,1.0657,4.3245792535,2112044549,OL2-SC231,4.5141,1000689,1
4.2136153222,90.0000,1.0642,4.2136153222,2112046059,OL2-SC231,4.2621,1000690,1
4.1662008396,90.0000,1.0636,4.1662008396,2112047875,OL2-SC231,4.1354,1000691,1
4.397531626,90.0000,1.0666,4.397531626,2112049779,OL2-SC231,4.2771,1000692,1
4.4466818461,91.0000,1.0665,4.4466818461,2112051593,OL2-SC231,4.5882,1000693,1
4.4658569777,91.0000,1.0668,4.4658569777,2112053356,OL2-SC231,4.6301,1000694,2
4.4805815563,91.0000,1.0669,4.4805815563,2112055090,OL2-SC231,4.7787,1000695,1
4.42442656,91.0000,1.0663,4.42442656,2201000918,OL2-SC231,4.4765,1000696,1
4.290190427,90.0000,1.0653,4.290190427,2201002483,OL2-SC231,4.2791,1000697,1
4.4252459551,91.0000,1.0663,4.4252459551,2201004283,OL2-SC231,4.4167,1000698,1
4.1546040519,89.0000,1.0641,4.1546040519,2201006068,OL2-SC231,4.1005,1000699,1
4.0358694752,88.0000,1.0630,4.0358694752,2201007983,OL2-SC231,3.9319,1000700,2
4.041163202,88.0000,1.0631,4.041163202,2201009909,OL2-SC231,3.9828,1000701,1
4.1933839091,89.0000,1.0646,4.1933839091,2201011775,OL2-SC231,4.1843,1000702,1
4.2309119424,89.0000,1.0651,4.2309119424,2201013361,OL2-SC231,4.1903,1000703,0
4.5453514761,90.0000,1.0684,4.5453514761,2201014958,OL2-SC231,4.4496,1000704,1
4.5532950416,90.0000,1.0685,4.5532950416,2201016789,OL2-SC231,4.4636,1000705,1
4.2661110535,88.0000,1.0662,4.2661110535,2201018617,OL2-SC231,4.0795,1000706,0
4.303352722,88.0000,1.0667,4.303352722,2201020525,OL2-SC231,4.6102,1000707,1
4.0910597002,87.0000,1.0644,4.0910597002,2201022467,OL2-SC231,3.8342,1000708,1
4.1268181252,87.0000,1.0649,4.1268181252,2201024399,OL2-SC231,3.9200,1000709,2
4.1061238122,86.0000,1.0652,4.1061238122,2201026066,OL2-SC231,3.9888,1000710,1
4.1146192231,86.0000,1.0653,4.1146192231,2201027612,OL2-SC231,4.1600,1000711,1
4.3084589302,88.0000,1.0668,4.3084589302,2201029464,OL2-SC231,4.3895,1000712,1
4.3799142749,88.0000,1.0677,4.3799142749,2201031347,OL2-SC231,4.5184,1000713,1
4.3044922171,87.0000,1.0673,4.3044922171,2201033115,OL2-SC231,4.3888,1000714,0
4.4251127792,88.0000,1.0682,4.4251127792,2201034985,OL2-SC231,4.6171,1000715,0
4.44876863,88.0000,1.0685,4.44876863,2201036771,OL2-SC231,4.6879,1000716,1
4.4679941756,88.0000,1.0687,4.4679941756,2201038402,OL2-SC231,4.7468,1000717,0
4.4861134074,88.0000,1.0689,4.4861134074,2201039924,OL2-SC231,4.8495,1000718,1
4.2150165264,86.0000,1.0667,4.2150165264,2201041784,OL2-SC231,4.5410,1000719,0
4.0540692208,85.0000,1.0650,4.0540692208,2201043656,OL2-SC231,4.3449,1000720,1
4.094138783,85.0000,1.0656,4.094138783,2201045579,OL2-SC231,4.4795,1000721,1
4.1385868144,86.0000,1.0657,4.1385868144,2201047523,OL2-SC231,4.4895,1000722,1
4.0696214368,85.0000,1.0652,4.0696214368,2201049372,OL2-SC231,4.4057,1000723,1
4.0540692208,85.0000,1.0650,4.0540692208,2201051096,OL2-SC231,4.2402,1000724,2
4.1353456677,86.0000,1.0656,4.1353456677,2201052683,OL2-SC231,4.3520,1000725,1
4.375922043,87.0000,1.0682,4.375922043,2201054534,OL2-SC231,4.5174,1000726,0
4.3542331042,87.0000,1.0679,4.3542331042,2202001174,OL2-SC231,4.6132,1000727,0
4.2112402433,86.0000,1.0666,4.2112402433,2202003215,OL2-SC231,4.4516,1000728,1
4.2116174832,86.0000,1.0667,4.2116174832,2202005139,OL2-SC231,4.4037,1000729,0
4.0305364474,85.0000,1.0646,4.0305364474,2202007258,OL2-SC231,4.2142,1000730,0
3.7883343526,83.0000,1.0617,3.7883343526,2202008904,OL2-SC231,3.8462,1000731,0
3.966369166,85.0000,1.0637,3.966369166,2202010751,OL2-SC231,3.9967,1000732,1
4.1589058559,86.0000,1.0659,4.1589058559,2202012747,OL2-SC231,4.3080,1000733,0
4.2123722217,86.0000,1.0667,4.2123722217,2202014672,OL2-SC231,4.4925,1000734,1
4.1317522861,86.0000,1.0656,4.1317522861,2202016614,OL2-SC231,4.2601,1000735,0
4.093819097,86.0000,1.0650,4.093819097,2202018534,OL2-SC231,4.1694,1000736,0
4.1436420013,86.0000,1.0657,4.1436420013,2202020416,OL2-SC231,4.3030,1000737,0
4.1567162504,86.0000,1.0659,4.1567162504,2202022098,OL2-SC231,4.3728,1000738,1
4.2010873284,86.0000,1.0665,4.2010873284,2202023634,OL2-SC231,4.4057,1000739,2
4.1935005862,87.0000,1.0659,4.1935005862,2202025479,OL2-SC231,4.2711,1000740,2
4.1160397219,86.0000,1.0653,4.1160397219,2202027417,OL2-SC231,4.1740,1000741,1
4.3219825888,87.0000,1.0675,4.3219825888,2202029356,OL2-SC231,4.4825,1000742,1
4.4637050822,88.0000,1.0687,4.4637050822,2202031169,OL2-SC231,4.7328,1000743,1
4.6842154334,89.0000,1.0705,4.6842154334,2202033026,OL2-SC231,5.2823,1000744,0
4.6610993082,89.0000,1.0703,4.6610993082,2202034650,OL2-SC231,5.2733,1000745,1
4.5140520938,88.0000,1.0693,4.5140520938,2202036202,OL2-SC231,5.2175,1000746,1
3.9572383418,86.0000,1.0630,3.9572383418,2202038016,OL2-SC231,4.2302,1000747,1
3.9826085933,86.0000,1.0634,3.9826085933,2202039851,OL2-SC231,4.2700,1000748,1
4.0800152228,87.0000,1.0643,4.0800152228,2202041675,OL2-SC231,4.4809,1000749,1
4.104981601,87.0000,1.0646,4.104981601,2202043446,OL2-SC231,4.5723,1000750,1
4.1432236739,87.0000,1.0652,4.1432236739,2202045238,OL2-SC231,4.5908,1000751,0
4.2645769977,88.0000,1.0662,4.2645769977,2202046780,OL2-SC231,4.7360,1000752,0
4.188695775,87.0000,1.0658,4.188695775,2202048229,OL2-SC231,4.6501,1000753,0
4.1953524226,87.0000,1.0659,4.1953524226,2202050044,OL2-SC231,4.7626,1000754,0
3.9727305903,87.0000,1.0627,3.9727305903,2203001180,OL2-SC231,4.7059,1000755,1
3.9957751005,85.0000,1.0641,3.9957751005,2203003005,OL2-SC231,4.4720,1000756,0
4.2457821531,87.0000,1.0666,4.2457821531,2203004791,OL2-SC231,4.8764,1000757,1
4.258454819,88.0000,1.0661,4.258454819,2203006626,OL2-SC231,3.0950,1000758,1
3.9546954638,86.0000,1.0629,3.9546954638,2203008258,OL2-SC231,4.3339,1000759,0
3.8524285731,86.0000,1.0613,3.8524285731,2203009844,OL2-SC231,4.0288,1000760,2
3.8671796255,86.0000,1.0615,3.8671796255,2203011767,OL2-SC231,4.0660,1000761,0
4.2312842635,89.0000,1.0651,4.2312842635,2203013638,OL2-SC231,4.5224,1000762,0
4.2383747203,89.0000,1.0652,4.2383747203,2203015528,OL2-SC231,4.6291,1000763,0
4.1631443681,88.0000,1.0649,4.1631443681,2203017461,OL2-SC231,4.4654,1000764,1
4.250763833,89.0000,1.0654,4.250763833,2203019267,OL2-SC231,4.5510,1000765,1
4.274678871,89.0000,1.0657,4.274678871,2203020877,OL2-SC231,4.6301,1000766,1
4.2065280495,89.0000,1.0648,4.2065280495,2203022418,OL2-SC231,4.6520,1000767,0
4.0907408384,88.0000,1.0638,4.0907408384,2203024301,OL2-SC231,3.5690,1000768,1
4.153098218,88.0000,1.0647,4.153098218,2203026353,OL2-SC231,4.3549,1000769,0
4.2541590696,89.0000,1.0655,4.2541590696,2203028291,OL2-SC231,4.4137,1000770,1
4.261349944,89.0000,1.0655,4.261349944,2203030161,OL2-SC231,4.4007,1000771,0
4.2039867834,88.0000,1.0654,4.2039867834,2203032077,OL2-SC231,4.5053,1000772,1
4.2195771736,88.0000,1.0656,4.2195771736,2203033755,OL2-SC231,4.4835,1000773,1
4.2526492064,89.0000,1.0654,4.2526492064,2203035337,OL2-SC231,4.4205,1000774,1
4.3342184493,89.0000,1.0665,4.3342184493,2203037150,OL2-SC231,4.3977,1000775,1
4.3787350145,89.0000,1.0670,4.3787350145,2203038973,OL2-SC231,4.5753,1000776,1
4.3489324221,89.0000,1.0667,4.3489324221,2203040904,OL2-SC231,4.3898,1000777,1
4.2920163792,88.0000,1.0666,4.2920163792,2203042779,OL2-SC231,4.4732,1000778,1
4.3171347485,88.0000,1.0669,4.3171347485,2203044622,OL2-SC231,4.7844,1000779,1
4.2649603799,88.0000,1.0662,4.2649603799,2203046241,OL2-SC231,4.6860,1000780,1
4.357931097,88.0000,1.0674,4.357931097,2203047746,OL2-SC231,4.7234,1000781,1
4.3498571688,88.0000,1.0673,4.3498571688,2203049549,OL2-SC231,4.5294,1000782,1
4.3741891153,88.0000,1.0676,4.3741891153,2203051437,OL2-SC231,4.7287,1000783,2
4.3652289876,88.0000,1.0675,4.3652289876,2203053256,OL2-SC231,4.5523,1000784,1
4.3518722195,88.0000,1.0673,4.3518722195,2203055152,OL2-SC231,4.6899,1000785,1
4.3226784007,88.0000,1.0670,4.3226784007,2204001122,OL2-SC231,4.6211,1000786,2
4.1249476959,86.0000,1.0655,4.1249476959,2204002647,OL2-SC231,4.2671,1000787,1
4.5178828067,89.0000,1.0687,4.5178828067,2204004266,OL2-SC231,4.6830,1000788,1
4.6123957047,89.0000,1.0697,4.6123957047,2204006155,OL2-SC231,4.8744,1000789,2
4.8094573662,90.0000,1.0712,4.8094573662,2204008068,OL2-SC231,5.0998,1000790,1
4.7576879144,90.0000,1.0707,4.7576879144,2204009948,OL2-SC231,5.0131,1000791,1
4.5786616962,90.0000,1.0687,4.5786616962,2204011788,OL2-SC231,4.8477,1000792,1
4.686708057,90.0000,1.0699,4.686708057,2204013684,OL2-SC231,4.9070,1000793,1
4.3417587615,89.0000,1.0666,4.3417587615,2204015383,OL2-SC231,4.4107,1000794,1
4.3032152882,89.0000,1.0661,4.3032152882,2204016883,OL2-SC231,4.3868,1000795,1
4.3361995733,89.0000,1.0665,4.3361995733,2204018796,OL2-SC231,4.5094,1000796,1
4.8190578313,91.0000,1.0706,4.8190578313,2204020667,OL2-SC231,5.1816,1000797,0
5.0259648486,91.0000,1.0726,5.0259648486,2204022489,OL2-SC231,5.6175,1000798,1
4.9139926259,90.0000,1.0722,4.9139926259,2204024264,OL2-SC231,5.5327,1000799,1
4.9067057185,90.0000,1.0721,4.9067057185,2204026080,OL2-SC231,5.5906,1000800,1
4.9688135591,90.0000,1.0727,4.9688135591,2204027626,OL2-SC231,5.7053,1000801,0
4.574238074,89.0000,1.0693,4.574238074,2204029161,OL2-SC231,5.0859,1000802,0
3.9025953601,85.0000,1.0627,3.9025953601,2204031034,OL2-SC231,4.1583,1000803,1
3.9878046141,86.0000,1.0635,3.9878046141,2204032939,OL2-SC231,4.1499,1000804,0
4.0008805138,86.0000,1.0637,4.0008805138,2204034784,OL2-SC231,4.2033,1000805,0
4.5586085606,90.0000,1.0685,4.5586085606,2204036620,OL2-SC231,4.8915,1000806,0
4.5809022879,90.0000,1.0688,4.5809022879,2204038384,OL2-SC231,4.9313,1000807,1
4.5621233179,89.0000,1.0692,4.5621233179,2204040066,OL2-SC231,5.0659,1000808,1
4.4771885521,89.0000,1.0682,4.4771885521,2204041604,OL2-SC231,4.9293,1000809,2
4.246928995,87.0000,1.0666,4.246928995,2204043485,OL2-SC231,4.6555,1000810,1
3.8139232196,85.0000,1.0612,3.8139232196,2204045397,OL2-SC231,3.8751,1000811,0
3.7422269438,84.0000,1.0604,3.7422269438,2204047428,OL2-SC231,3.8631,1000812,1
3.827492922,85.0000,1.0614,3.827492922,2204049352,OL2-SC231,3.8831,1000813,1
4.2043562308,88.0000,1.0654,4.2043562308,2204051295,OL2-SC231,4.4303,1000814,1
4.877947002,92.0000,1.0705,4.877947002,2204052969,OL2-SC231,5.0739,1000815,1
5.2402047044,93.0000,1.0731,5.2402047044,2205001032,OL2-SC231,5.6743,1000816,1
5.1900109532,93.0000,1.0727,5.1900109532,2205002962,OL2-SC231,5.7342,1000817,0
4.9158002833,92.0000,1.0709,4.9158002833,2205004820,OL2-SC231,5.0958,1000818,1
4.8347182248,92.0000,1.0701,4.8347182248,2205006691,OL2-SC231,4.9712,1000819,1
4.7893688667,92.0000,1.0696,4.7893688667,2205008539,OL2-SC231,4.8266,1000820,1
5.1284242546,93.0000,1.0721,5.1284242546,2205010372,OL2-SC231,5.3023,1000821,2
5.4633621621,94.0000,1.0742,5.4633621621,2205013647,OL2-SC231,5.7801,1000822,0
5.1860126133,93.0000,1.0726,5.1860126133,2205015530,OL2-SC231,5.3641,1000823,0
4.3350106276,89.0000,1.0665,4.3350106276,2205017475,OL2-SC231,4.3224,1000824,1
4.3661890499,89.0000,1.0669,4.3661890499,2205019416,OL2-SC231,4.4426,1000825,1
4.4970687049,90.0000,1.0678,4.4970687049,2205021383,OL2-SC231,4.5094,1000826,0
4.5391952527,90.0000,1.0683,4.5391952527,2205023412,OL2-SC231,4.7603,1000827,0
4.7699369503,92.0000,1.0694,4.7699369503,2205025132,OL2-SC231,4.8694,1000828,0
4.7542958491,91.0000,1.0700,4.7542958491,2205026755,OL2-SC231,5.0011,1000829,1
4.732165196,91.0000,1.0697,4.732165196,2205028634,OL2-SC231,4.8984,1000830,1
4.3533308367,89.0000,1.0667,4.3533308367,2205030456,OL2-SC231,4.4685,1000831,0
4.1721694256,88.0000,1.0650,4.1721694256,2205032390,OL2-SC231,4.1878,1000832,1
4.0869715728,88.0000,1.0638,4.0869715728,2205034344,OL2-SC231,3.9387,1000833,1
3.47452344,86.0000,1.0535,3.47452344,2205036200,OL2-SC231,3.7586,1000834,2
3.892316308,86.5000,1.0617,3.892316308,2205037849,OL2-SC231,3.6493,1000835,1
5.0369330812,92.5000,1.0717,5.0369330812,2205039372,OL2-SC231,5.0878,1000836,1
5.4671229974,94.0000,1.0743,5.4671229974,2205041205,OL2-SC231,5.6056,1000837,1
5.1045213912,93.0000,1.0719,5.1045213912,2205043085,OL2-SC231,5.1497,1000838,1
4.9168318468,92.0000,1.0709,4.9168318468,2205045049,OL2-SC231,4.9383,1000839,1
4.9438106464,92.0000,1.0711,4.9438106464,2205046865,OL2-SC231,5.0250,1000840,0
5.1261529259,93.5000,1.0717,5.1261529259,2205048675,OL2-SC231,5.2763,1000841,1
5.0624147003,93.5000,1.0712,5.0624147003,2205050318,OL2-SC231,5.3012,1000842,1
5.3695470757,94.5000,1.0731,5.3695470757,2205051791,OL2-SC231,5.7531,1000843,1
5.2648261568,94.0000,1.0726,5.2648261568,2205053539,OL2-SC231,5.6394,1000844,1
5.0287515468,93.0000,1.0712,5.0287515468,2205055317,OL2-SC231,5.4250,1000845,0
4.6736172615,91.0000,1.0691,4.6736172615,2206001216,OL2-SC231,5.0569,1000846,0
4.8677946729,93.0000,1.0697,4.8677946729,2206003044,OL2-SC231,5.0888,1000847,0
4.9368905729,94.0000,1.0696,4.9368905729,2206004863,OL2-SC231,5.0849,1000848,2
5.2322884176,94.0000,1.0723,5.2322884176,2206006475,OL2-SC231,5.6474,1000849,2
5.4455435709,95.0000,1.0733,5.4455435709,2206008135,OL2-SC231,5.9829,1000850,0
5.3496949025,94.0000,1.0733,5.3496949025,2206010077,OL2-SC231,5.8608,1000851,2
5.223063244,94.0000,1.0722,5.223063244,2206011974,OL2-SC231,5.8359,1000852,2
5.317939258,94.0000,1.0730,5.317939258,2206013894,OL2-SC231,5.8070,1000853,1
5.4660683354,95.0000,1.0735,5.4660683354,2206015751,OL2-SC231,5.8728,1000854,1
5.7534953826,96.0000,1.0749,5.7534953826,2206017584,OL2-SC231,6.2756,1000855,1
4.5919301144,92.0000,1.0675,4.5919301144,2206019215,OL2-SC231,4.5184,1000856,1
4.5945953857,92.0000,1.0675,4.5945953857,2206020777,OL2-SC231,4.3798,1000857,1
4.8657884597,93.0000,1.0697,4.8657884597,2206022614,OL2-SC231,4.8256,1000858,1
4.9830016791,93.0000,1.0708,4.9830016791,2206024419,OL2-SC231,5.0569,1000859,1
5.8947389374,96.0000,1.0759,5.8947389374,2206026250,OL2-SC231,6.3199,1000860,1
6.1855990475,97.0000,1.0771,6.1855990475,2206028052,OL2-SC231,6.7220,1000861,1
6.2834758367,97.0000,1.0777,6.2834758367,2206029889,OL2-SC231,6.9124,1000862,0
5.82697784,95.0000,1.0762,5.82697784,2206031596,OL2-SC231,6.4405,1000863,1
5.8130296383,95.0000,1.0761,5.8130296383,2206033073,OL2-SC231,6.1212,1000864,1
5.5831556314,95.0000,1.0744,5.5831556314,2206034853,OL2-SC231,5.7302,1000865,2
5.6686312607,95.0000,1.0751,5.6686312607,2206036645,OL2-SC231,5.7910,1000866,2
5.671964962,95.0000,1.0751,5.671964962,2206038413,OL2-SC231,5.7152,1000867,0
5.6833253121,95.0000,1.0752,5.6833253121,2206040108,OL2-SC231,5.7970,1000868,1
4.6948132649,95.0000,1.0663,4.6948132649,2206041917,OL2-SC231,5.9468,1000869,0
